  0.0, 1333917.950,-4654153.034, 4138417.764
  0.1, 1333917.950,-4654153.034, 4138417.764
  0.2, 1333917.950,-4654153.034, 4138417.764
  0.3, 1333917.950,-4654153.034, 4138417.764
  0.4, 1333917.950,-4654153.034, 4138417.764
  0.5, 1333917.950,-4654153.034, 4138417.764
  0.6, 1333917.950,-4654153.034, 4138417.764
  0.7, 1333917.950,-4654153.034, 4138417.764
  0.8, 1333917.950,-4654153.034, 4138417.764
  0.9, 1333917.950,-4654153.034, 4138417.764
  1.0, 1333917.950,-4654153.034, 4138417.764
  1.1, 1333917.950,-4654153.034, 4138417.764
  1.2, 1333917.950,-4654153.034, 4138417.764
  1.3, 1333917.950,-4654153.034, 4138417.764
  1.4, 1333917.950,-4654153.034, 4138417.764
  1.5, 1333917.950,-4654153.034, 4138417.764
  1.6, 1333917.950,-4654153.034, 4138417.764
  1.7, 1333917.950,-4654153.034, 4138417.764
  1.8, 1333917.950,-4654153.034, 4138417.764
  1.9, 1333917.950,-4654153.034, 4138417.764
  2.0, 1333917.950,-4654153.034, 4138417.764
  2.1, 1333917.950,-4654153.034, 4138417.764
  2.2, 1333917.950,-4654153.034, 4138417.764
  2.3, 1333917.950,-4654153.034, 4138417.764
  2.4, 1333917.950,-4654153.034, 4138417.764
  2.5, 1333917.950,-4654153.034, 4138417.764
  2.6, 1333917.950,-4654153.034, 4138417.764
  2.7, 1333917.950,-4654153.034, 4138417.764
  2.8, 1333917.950,-4654153.034, 4138417.764
  2.9, 1333917.950,-4654153.034, 4138417.764
  3.0, 1333917.950,-4654153.034, 4138417.764
  3.1, 1333917.950,-4654153.034, 4138417.764
  3.2, 1333917.950,-4654153.034, 4138417.764
  3.3, 1333917.950,-4654153.034, 4138417.764
  3.4, 1333917.950,-4654153.034, 4138417.764
  3.5, 1333917.950,-4654153.034, 4138417.764
  3.6, 1333917.950,-4654153.034, 4138417.764
  3.7, 1333917.950,-4654153.034, 4138417.764
  3.8, 1333917.950,-4654153.034, 4138417.764
  3.9, 1333917.950,-4654153.034, 4138417.764
  4.0, 1333917.950,-4654153.034, 4138417.764
  4.1, 1333917.950,-4654153.034, 4138417.764
  4.2, 1333917.950,-4654153.034, 4138417.764
  4.3, 1333917.950,-4654153.034, 4138417.764
  4.4, 1333917.950,-4654153.034, 4138417.764
  4.5, 1333917.950,-4654153.034, 4138417.764
  4.6, 1333917.950,-4654153.034, 4138417.764
  4.7, 1333917.950,-4654153.034, 4138417.764
  4.8, 1333917.950,-4654153.034, 4138417.764
